"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x994714464523116545",2018-05-10 23:03:03,"x107254560","ectoralmeida","Único crime que o Dolly cometeu foi tirar bilhões de brasileiros da Sede #DollyLivre https://t.co/F26BwSbBKg","Twitter for Android",,,,FALSE,FALSE,1,2,"DollyLivre",,,,,"http://pbs.twimg.com/media/Dc3viCuXcAEa_fQ.jpg","https://t.co/F26BwSbBKg","https://twitter.com/ectoralmeida/status/994714464523116545/photo/1","photo","http://pbs.twimg.com/media/Dc3viCuXcAEa_fQ.jpg","https://t.co/F26BwSbBKg","https://twitter.com/ectoralmeida/status/994714464523116545/photo/1",,,,"pt",,,,,,,,,,,,,
"x994714462782394369",2018-05-10 23:03:03,"x75649780","falaalexandre","Quem diria que a Dolly poderia incomodar uma multinacional como a Coca-Cola a ponto da mesma criar algo para tentar desmantelar a empresa...
https://t.co/OMGizLVQFL","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"facebook.com/photo.php?fbid…","https://t.co/OMGizLVQFL","https://www.facebook.com/photo.php?fbid=1525651314206070&set=a.228967370541144.37756.100002836489430&type=3&theater",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994714459464785920",2018-05-10 23:03:02,"x2151270211","jornaltijucas","'Não há referência a outro refrigerante', diz promotor sobre investigação que levou à pris... https://t.co/PBCOKLGIxm https://t.co/QFUiS5n4iH","jornaltijucas agenciadeno",,,,FALSE,FALSE,0,0,,,"jornaltijucas.com.br/geral/nao-ha-r…","https://t.co/PBCOKLGIxm","http://jornaltijucas.com.br/geral/nao-ha-referencia-a-outro-refrigerante-diz-promotor-sobre-investigacao-que-levou-a-prisao-de-dono-da-dolly/","http://pbs.twimg.com/media/Dc3vh2uX4Ac1Fnv.jpg","https://t.co/QFUiS5n4iH","https://twitter.com/jornaltijucas/status/994714459464785920/photo/1","photo","http://pbs.twimg.com/media/Dc3vh2uX4Ac1Fnv.jpg","https://t.co/QFUiS5n4iH","https://twitter.com/jornaltijucas/status/994714459464785920/photo/1",,,,"pt",,,,,,,,,,,,,
"x994714459066298368",2018-05-10 23:03:02,"x183721375","gustavo_kahil","Fraudes cometidas pela Dolly ocorrem há pelo menos 20 anos, diz MP https://t.co/qWY2gHhFNQ","Twitter Web Client",,,,FALSE,FALSE,1,0,,,"moneytimes.com.br/fraudes-cometi…","https://t.co/qWY2gHhFNQ","https://moneytimes.com.br/fraudes-cometidas-pela-dolly-ocorrem-ha-pelo-menos-20-anos-diz-mp/#.WvTPpcrfE9g.twitter",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994714424748531713",2018-05-10 23:02:54,"x51150679","leiamoneytimes","Fraudes cometidas pela Dolly ocorrem há pelo menos 20 anos, diz MP – Money Times https://t.co/Zat2prQVml","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"moneytimes.com.br/fraudes-cometi…","https://t.co/Zat2prQVml","https://moneytimes.com.br/fraudes-cometidas-pela-dolly-ocorrem-ha-pelo-menos-20-anos-diz-mp/#.WvTPm1FRgsA.twitter",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994714375545151488",2018-05-10 23:02:42,"x936028389353447424","claudemir_pj","#dollyLivre

Ou liberam o dolly ou eu nunca mais vou tomar coca na minha vida","Twitter for Android",,,,FALSE,FALSE,0,0,"dollyLivre",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994714065455992832",2018-05-10 23:01:28,"x904432249613025280","allyouneedisnj","O DONO DA DOLLY COM O CARTAZ ""PRESO PELA COCA-COLA"" AKAKAKAKAKAKAKAKKAKAKAKAKAKA COCA-COLA RAINHA","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994714048091406336",2018-05-10 23:01:24,"x66408207","JCMiglioretti","Dolly na cadeia é tortura... isso pode?","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713961026158592",2018-05-10 23:01:03,"x73254822","AMAROK_LUPPUS","“Preso pela Coca-Cola”, diz dono da Dolly em cartaz https://t.co/ifkqHSXNpi","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"a.msn.com/01/pt-br/AAx5b…","https://t.co/ifkqHSXNpi","http://a.msn.com/01/pt-br/AAx5bd4?ocid=st",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713884928901125",2018-05-10 23:00:45,"x1127953302","fportellaOli","até tu, dolly?","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713871465185282",2018-05-10 23:00:42,"x127351847","karina_olivera","@JqTeixeira Mas é a Coca Cola??? Isso é perseguição pq o Dolly é guerreiro do povo brasileiro!! É golpe!!!","Twitter for Android","x994666414773493760","x774592682144464896","JqTeixeira",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x774592682144464896","JqTeixeira","pt",,,,,,,,,,,,,
"x994713710290722816",2018-05-10 23:00:04,"x928148988","reinaldosilvam1","@RachelSherazade O sono da dolly é aliado de qual partido ?","Twitter for Android","x994703940712325120","x168520768","RachelSherazade",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x168520768","RachelSherazade","pt",,,,,,,,,,,,,
"x994713698198589440",2018-05-10 23:00:01,"x183398510","em_com","Defesa do dono da Dolly diz que prisão é 'injusta' e que recorrerá
https://t.co/T5XZOytly3 https://t.co/v0EyRDRf82","TweetDeck",,,,FALSE,FALSE,4,0,,,"goo.gl/3u9H5e","https://t.co/T5XZOytly3","https://goo.gl/3u9H5e","http://pbs.twimg.com/media/Dc3AdUxWAAASu6X.jpg","https://t.co/v0EyRDRf82","https://twitter.com/em_com/status/994713698198589440/photo/1","photo","http://pbs.twimg.com/media/Dc3AdUxWAAASu6X.jpg","https://t.co/v0EyRDRf82","https://twitter.com/em_com/status/994713698198589440/photo/1",,,,"pt",,,,,,,,,,,,,
"x994713548835172352",2018-05-10 22:59:25,"x175236026","realdollynho","DOLLY GUERREIRO DO POVO BRASILEIRO
#DollynhoLivre https://t.co/Ey98OeGg1m","Twitter for Android",,,,TRUE,FALSE,1,1,"DollynhoLivre",,"twitter.com/GABRlELPlNHElR…","https://t.co/Ey98OeGg1m","https://twitter.com/GABRlELPlNHElRO/status/994607355475185664",,,,,,,,,,,"pt","x994607355475185664","Mano, o dono da Dolly foi com um cartaz ""preso pela Coca-cola""

EU TO CHORANDO  AAHAHAHAHAHAAAAHHAHAHAHA https://t.co/XH687JGsOK",,,,,,,,,,,
"x994713256169299968",2018-05-10 22:58:15,"x127351847","karina_olivera","@JornalOGlobo Primeiro o Lula e agora o Dolly! Como o povo brasileiro vai superar isso!! É golpe, é golpe!!! Kkkkkk","Twitter for Android","x994557462433927169","x54341363","JornalOGlobo",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x54341363","JornalOGlobo","pt",,,,,,,,,,,,,
"x994713171284783108",2018-05-10 22:57:55,"x99373134","Alo5564","Kkkkkkkkkkk só podia ser https://t.co/AgkvMN7JpC","Facebook",,,,FALSE,FALSE,0,0,,,"veja.abril.com.br/economia/preso…","https://t.co/AgkvMN7JpC","https://veja.abril.com.br/economia/preso-pela-coca-cola-diz-dono-da-dolly-em-cartaz/",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713155275194368",2018-05-10 22:57:51,"x84139385","fbarrozzo","E vocês já foram na Starbucks protestar pedindo café com o nome de Dolly????","Twitter for Android",,,,FALSE,FALSE,1,1,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713149621272576",2018-05-10 22:57:50,"x746471554167476228","malheirosmila","@brunomotta Nem pelo Dolly","Twitter for iPhone","x994695757126160385","x17937117","brunomotta",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x17937117","brunomotta","pt",,,,,,,,,,,,,
"x994713055761260545",2018-05-10 22:57:28,"x60099010","dudumaciel","Dono da Dolly, empresa de refrigerantes, é preso por fraude fiscal em SP https://t.co/8HIVEjKTKr","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"g1.globo.com/sp/sao-paulo/n…","https://t.co/8HIVEjKTKr","https://g1.globo.com/sp/sao-paulo/noticia/policia-prende-laerte-codonho-dono-de-empresa-de-refrigerantes-por-fraude-fiscal.ghtml",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713043329306626",2018-05-10 22:57:25,"x16260551","marciotorva","E eu gosto do sabor da Dolly.","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994713037226602499",2018-05-10 22:57:23,"x79642773","jahngalt","Prenderam o dono da Dolly caralho O_O
pior que crime sem vitima ate onde vi","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712814672588805",2018-05-10 22:56:30,"x772957602800136193","sergiojnr_","@FlyingSoftly @luscas nunca mais vou provar um Dolly","Twitter for iPhone","x994712289306726401","x200734890","FlyingSoftly",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x200734890 432983617","FlyingSoftly luscas","pt",,,,,,,,,,,,,
"x994712750600441858",2018-05-10 22:56:15,"x248594570","PolemicaParaiba","R$ 4 BILHÕES: Fraudes cometidas pela Dolly ocorrem há pelo menos 20 anos, diz MP https://t.co/RZJAJXs9GE","polemicaparaiba",,,,FALSE,FALSE,0,1,,,"bit.ly/2rBguCF","https://t.co/RZJAJXs9GE","http://bit.ly/2rBguCF",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712729817665543",2018-05-10 22:56:10,"x2848547595","hwurricane","DOLLY FOI PRESO","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712425575436289",2018-05-10 22:54:57,"x2577857606","l0rDz25","@JqTeixeira Bebe veneno de rato logo se ta querendo se matar véio, pq dolly....","Twitter Web Client","x994684769014374400","x774592682144464896","JqTeixeira",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x774592682144464896","JqTeixeira","pt",,,,,,,,,,,,,
"x994712404813496320",2018-05-10 22:54:52,"x114493275","Tilica77","Fraudes da Dolly acumulam R$ 4 bi e já duram ao menos 20 anos, diz Procuradoria https://t.co/jCWAEMhmEU Seria por isso q ela usa o slogan '100% brasileira' ???","Twitter Web Client",,,,FALSE,FALSE,1,1,,,"www1.folha.uol.com.br/mercado/2018/0…","https://t.co/jCWAEMhmEU","https://www1.folha.uol.com.br/mercado/2018/05/policia-prende-dono-da-marca-de-refrigerantes-dolly.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712396852756488",2018-05-10 22:54:50,"x892917458717335552","jaohotequil","Dono da Dolly preso por sonegação de imposto, o estado é uma bosta mesmo.","Twitter for Android",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712262723145729",2018-05-10 22:54:18,"x365143206","Sonia_smarass","Época NEGÓCIOS: Dono da Dolly é preso e internet não perdoa. Veja os memes. https://t.co/wPG1LLMG9H","Twitter for Android",,,,FALSE,FALSE,0,0,,,"google.com/newsstand/s/CB…","https://t.co/wPG1LLMG9H","https://google.com/newsstand/s/CBIwiMfv6jo",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712250496765952",2018-05-10 22:54:16,"x11843682","fgusmaof","Tem que privatizar a Dolly. Assim não dá. Assim não dá https://t.co/wOmj1HbsZv","Twitter for Android",,,,TRUE,FALSE,0,0,,,"twitter.com/IvanValente/st…","https://t.co/wOmj1HbsZv","https://twitter.com/IvanValente/status/994576039178219520",,,,,,,,,,,"pt","x994576039178219520","Dono da Dolly é preso por fraude fiscal. E ainda há quem diga que no setor privado não há corrupção. Há e muita, principalmente quando se trata de lesar as contas públicas.",,,,,,,,,,,
"x994712113288568832",2018-05-10 22:53:43,"x768778154823606272","VicSage9","O dono da Dolly foi preso! eu sei que a propaganda muito ruim , mas prender? mundo perdido","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712053746192386",2018-05-10 22:53:29,"x17020999","gcavalheiro","Depois de escolher um nome de uma ovelha clonada pra marca, ter como mascote aquele cramulhão maldito e repetir aquela campanha com jingle morfético pra sempre, esses R$ 4 bilhões de sonegação de impostos não parece ser o pior crime do dono na Dolly","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994712045856673797",2018-05-10 22:53:27,"x102088853","jgsouza12","Dolly,
Rouba um guaraná,
Dolly.

Sabor sonegação de impostos.","Twitter for Android",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711984921894914",2018-05-10 22:53:12,"x110733622","bahianoar","Fraudes cometidas pela Dolly ocorrem há pelo menos 20 anos, diz MP - https://t.co/CYHdY36JcX https://t.co/Bs6bxJejhI","NextScriptsBahianoar",,,,FALSE,FALSE,0,0,,,"bit.ly/2G5D1MY","https://t.co/CYHdY36JcX","http://bit.ly/2G5D1MY","http://pbs.twimg.com/media/Dc3tR0DU8AAY_6O.jpg","https://t.co/Bs6bxJejhI","https://twitter.com/bahianoar/status/994711984921894914/photo/1","photo","http://pbs.twimg.com/media/Dc3tR0DU8AAY_6O.jpg","https://t.co/Bs6bxJejhI","https://twitter.com/bahianoar/status/994711984921894914/photo/1",,,,"pt",,,,,,,,,,,,,
"x994711929024212992",2018-05-10 22:52:59,"x219383051","alexanzb","Polícia prende dono da Dolly por fraude de R$ 4 bilhões https://t.co/RDczigQ5rw","Facebook",,,,FALSE,FALSE,0,0,,,"veja.abril.com.br/economia/polic…","https://t.co/RDczigQ5rw","https://veja.abril.com.br/economia/policia-prende-dono-da-dolly-por-fraude-fiscal-de-r-4-bi/",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711923362009089",2018-05-10 22:52:58,"x432417357","LordFailed","@NicoleDiretora Faz live se despedindo do dolly hushsushsushsus","Twitter for Android","x994710277038968832","x3303260321","NicoleDiretora",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x3303260321","NicoleDiretora","pt",,,,,,,,,,,,,
"x994711845507338240",2018-05-10 22:52:39,"x73695187","saleselton","Prenderam o dono da Dolly, como será que o Dollyinho está neste momento.?","Twitter for Android",,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711701802110976",2018-05-10 22:52:05,"x1650547512","nicolli_morais","O cara do dolly chegando na prisão https://t.co/cOnG8O24b6","Twitter for iPhone",,,,TRUE,FALSE,0,0,,,"twitter.com/neymarjr/statu…","https://t.co/cOnG8O24b6","https://twitter.com/neymarjr/status/82984803963650048",,,,,,,,,,,"pt","x82984803963650048","To chegando com os refrii rapaziada !!",,,"https://api.twitter.com/1.1/geo/id/78251ad69e4d4e0d.json","Monte Santo de Minas","Monte Santo de Minas, Brasil","city","Brazil","BR",,,"-47.123644 -46.786041 -46.786041 -47.123644 -21.358484 -21.358484 -21.055233 -21.055233"
"x994711662371500033",2018-05-10 22:51:55,"x2505131200","MuckeMuckjs","Fraudes da Dolly acumulam R$ 4 bi e já duram ao menos 20 anos, diz Procuradoria https://t.co/Rs6K6WzD2S","Twitter for Android",,,,FALSE,FALSE,0,0,,,"www1.folha.uol.com.br/mercado/2018/0…","https://t.co/Rs6K6WzD2S","https://www1.folha.uol.com.br/mercado/2018/05/policia-prende-dono-da-marca-de-refrigerantes-dolly.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711649935347718",2018-05-10 22:51:52,"x337821350","SPINGRV","DOLLY: DONO DA EMPRESA DE REFRIGERANTES DOLLY FOI PRESO POR SONEGAÇÃO DE IMPOSTOS.","Facebook",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711581123543040",2018-05-10 22:51:36,"x167808272","dennergabriel_","Mas hoje nós estamos livrão e ele tá no xilindró. Chupa dono do dolly.","Twitter for iPhone","x994711346552950784","x167808272","dennergabriel_",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711391771734017",2018-05-10 22:50:51,"x973732950238990336","DOLLYLIVRE","@JornalOGlobo CHURRASCO SEM DOLLY É GÓPI
#DollynhoLivre","Twitter for iPhone","x994557462433927169","x54341363","JornalOGlobo",FALSE,FALSE,0,0,"DollynhoLivre",,,,,,,,,,,,,"x54341363","JornalOGlobo","pt",,,,,,,,,,,,,
"x994711346552950784",2018-05-10 22:50:40,"x167808272","dennergabriel_","Enquanto nós sacaneavamos o dolly, o dono andava de ferrari. Chupa sociedade.","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711345051336704",2018-05-10 22:50:40,"x853054857489600513","juliaraquelb","chocada com o rumo que o mundo tá tomandooo
nem sabia o que era lean até agora
dono da dolly guaraná preso
muita informação","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711314747420674",2018-05-10 22:50:32,"x310971664","SolanoManoel","Gostei de um vídeo @YouTube https://t.co/86ri4godFn DA DOLLY PRESO POR LAVAGEM DE DINHEIRO","Google",,,,FALSE,FALSE,1,1,,,"youtu.be/2SkqdXYi9xo?aD…","https://t.co/86ri4godFn","http://youtu.be/2SkqdXYi9xo?aDONO",,,,,,,,,"x10228272","YouTube","pt",,,,,,,,,,,,,
"x994711304660234240",2018-05-10 22:50:30,"x2718591242","nivolasss","minha janta vai ser uma dolly","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711273219780613",2018-05-10 22:50:23,"x96557862","luca_martins","Ô povo sacana! Imagina essa criatividade toda canalizada pra resolver nossas desgraças em vez de só aliviá-las?! https://t.co/5mUiFZBAI5","Facebook",,,,FALSE,FALSE,0,0,,,"portaldoholanda.com.br/brasil/prisao-…","https://t.co/5mUiFZBAI5","http://www.portaldoholanda.com.br/brasil/prisao-de-dono-do-refrigerante-dolly-vira-piada-na-web-veja-memes",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711232732155904",2018-05-10 22:50:13,"x894953323228524545","Carolaraujo890","Eu sempre desconfiei como a dolly conseguia pagar para passar o comercial na Tv direto se nunca nem vi esse refri na vida <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> https://t.co/GrkgKvoiGA","Twitter for iPhone",,,,TRUE,FALSE,0,0,,,"twitter.com/jornaloglobo/s…","https://t.co/GrkgKvoiGA","https://twitter.com/jornaloglobo/status/994557462433927169",,,,,,,,,,,"pt","x994557462433927169","Polícia prende dono da companhia de refrigerantes Dolly em SP. https://t.co/dwwMya1X1u https://t.co/R7HX3YBwLX",,,,,,,,,,,
"x994711180299177984",2018-05-10 22:50:00,"x14857050","Gavras","Alguém já fez o carimbo Dolly Livre? #égolpe","Facebook",,,,FALSE,FALSE,0,0,"égolpe",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994711092617187328",2018-05-10 22:49:39,"x43476953","cstaand","Dono da Dolly, empresa de refrigerantes, é preso por fraude fiscal em SP https://t.co/17Ajwo9yyv","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"g1.globo.com/sp/sao-paulo/n…","https://t.co/17Ajwo9yyv","https://g1.globo.com/sp/sao-paulo/noticia/policia-prende-laerte-codonho-dono-de-empresa-de-refrigerantes-por-fraude-fiscal.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710987541491712",2018-05-10 22:49:14,"x178609125","Ricardo_Koema","Polícia prende dono da Dolly por fraude fiscal de R$ 4 bi https://t.co/v20hxtOLk9","Facebook",,,,FALSE,FALSE,0,0,,,"veja.abril.com.br/economia/polic…","https://t.co/v20hxtOLk9","http://veja.abril.com.br/economia/policia-prende-dono-da-dolly-por-fraude-fiscal-de-r-4-bi/",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710757332934659",2018-05-10 22:48:20,"x1449783168","AndreBasCosta","https://t.co/WPioZMMbZt Lula e o PT fazendo escola. O cara é preso por fraude e diz que foi preso pela Coca Cola kkkkkkkkkkkkkkkkkkkkkk https://t.co/WPioZMMbZt","Facebook",,,,FALSE,FALSE,0,0,,,"veja.abril.com.br/economia/preso… veja.abril.com.br/economia/preso…","https://t.co/WPioZMMbZt https://t.co/WPioZMMbZt","https://veja.abril.com.br/economia/preso-pela-coca-cola-diz-dono-da-dolly-em-cartaz/ https://veja.abril.com.br/economia/preso-pela-coca-cola-diz-dono-da-dolly-em-cartaz/",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710650642296832",2018-05-10 22:47:54,"x310971664","SolanoManoel","DONO DA DOLLY PRESO POR LAVAGEM DE DINHEIRO: https://t.co/a1fv3uSqwk via @YouTube","Google",,,,FALSE,FALSE,1,1,,,"youtu.be/2SkqdXYi9xo?a","https://t.co/a1fv3uSqwk","http://youtu.be/2SkqdXYi9xo?a",,,,,,,,,"x10228272","YouTube","pt",,,,,,,,,,,,,
"x994710618958594053",2018-05-10 22:47:47,"x2788464524","Dolly_Santorini","porra esses iates não param","Twitter for Android",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710615225786368",2018-05-10 22:47:46,"x175236026","realdollynho","URGENTE: Encontradas as armas usadas no atentado à caravana Dolly pelo Brasil. Dono da Dolly e Dollynho seu amiguinho lamentam e repudiam este ato criminoso. https://t.co/gjVtC1hPRu","Twitter for Android",,,,FALSE,FALSE,6,1,,,,,,"http://pbs.twimg.com/media/Dc3sCBdXUAAqgv4.jpg","https://t.co/gjVtC1hPRu","https://twitter.com/realdollynho/status/994710615225786368/photo/1","photo","http://pbs.twimg.com/media/Dc3sCBdXUAAqgv4.jpg","https://t.co/gjVtC1hPRu","https://twitter.com/realdollynho/status/994710615225786368/photo/1",,,,"pt",,,,,,,,,,,,,
"x994710532526657537",2018-05-10 22:47:26,"x2905232271","bfemindiegirl","passei ontem a noite sem internet, voltei agr e sinto q ja eh um mundo novo

o tt ta confuso dms hj mds, eh urgh q na vdd n eh urgh q na vdd eh irma q na vdd n eh irma e eh suzane von richthofen saindo e dolly preso","Twitter Web Client",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710490734612483",2018-05-10 22:47:16,"x127681280","dragaodosertao","@alerodrigues247 @JornalOGlobo O dolly é melhor que o Kuat.","Twitter for iPhone","x994707595003875328","x56436542","alerodrigues247",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x56436542 54341363","alerodrigues247 JornalOGlobo","pt",,,,,,,,,,,,,
"x994710476322983939",2018-05-10 22:47:13,"x313608224","rafael_lucas_br","E essa aula sobre o imperialismo dada aí? https://t.co/yuZNEiQbHm","Facebook",,,,FALSE,FALSE,0,0,,,"diariodocentrodomundo.com.br/essencial/dono…","https://t.co/yuZNEiQbHm","https://www.diariodocentrodomundo.com.br/essencial/dono-da-dolly-chegou-em-delegacia-com-cartaz-preso-pela-coca-cola/",,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710398313091072",2018-05-10 22:46:54,"x829738690771558401","Tittibello11","@CrisMenshova Sonegação é legítima defesa ! Agora só tomo Dolly !","Twitter for iPhone","x994596185582252032","x2828823327","CrisMenshova",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2828823327","CrisMenshova","pt",,,,,,,,,,,,,
"x994710362640584704",2018-05-10 22:46:45,"x114726848","anandacure","E o dono do dolly que foi preso e tá pra lá e pra cá com uma placa ""preso pela coca-cola""","Twitter for Android",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710224211775489",2018-05-10 22:46:12,"x276745005","Rudriguo","O Geuvânio se fosse um refrigerante seria um Dolly Laranja pela metade sem gás. #FLAxPON","Twitter for Android",,,,FALSE,FALSE,1,0,"FLAxPON",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994710001674588160",2018-05-10 22:45:19,"x124314551","dhannyel_stz","“Preso pela Coca-Cola”. Olha o mídia gratuita que o ladrão da Dolly fez. Ele é nosso amiguinho, rsss.","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994709997694148608",2018-05-10 22:45:18,"x249193208","jornalDCI","https://t.co/jsR6fuAPQ3 Defesa do dono da Dolly diz que prisão é 'injusta' e que recorrerá; empresário Laerte Codonho foi preso nesta quinta-feira por suspeita de fraude fiscal https://t.co/W7toGsmmMo","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"goo.gl/fYPDex","https://t.co/jsR6fuAPQ3","https://goo.gl/fYPDex","http://pbs.twimg.com/media/Dc3rS0FWAAEIXxZ.jpg","https://t.co/W7toGsmmMo","https://twitter.com/jornalDCI/status/994709997694148608/photo/1","photo","http://pbs.twimg.com/media/Dc3rS0FWAAEIXxZ.jpg","https://t.co/W7toGsmmMo","https://twitter.com/jornalDCI/status/994709997694148608/photo/1",,,,"pt",,,,,,,,,,,,,
"x994709932594229250",2018-05-10 22:45:03,"x3514915042","jonnymafioso","Gostei de um vídeo @YouTube https://t.co/4244rWFWM2 da DOLLY é PRESO","Google",,,,FALSE,FALSE,0,0,,,"youtu.be/cXCyUqN1YV4?aD…","https://t.co/4244rWFWM2","http://youtu.be/cXCyUqN1YV4?aDono",,,,,,,,,"x10228272","YouTube","pt",,,,,,,,,,,,,
"x994709890680705025",2018-05-10 22:44:53,"x994234023999361025","MarcusV68046496","esse bagulho ai de ""passarinho q acorda cedo, bebe whisky no fim de semana""

porra nenhuma.. eu acordo cedo todo dia i tomo balalaika com Dolly Citrus","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994709804642963456",2018-05-10 22:44:32,"x875479705901813760","Gabriel25Cabral","Dolly vale a lutar 
Terá Resistência
Seu crime foi tirar a sede de 200 milhões de brasileiros
#DollyLivre","Twitter for Android",,,,FALSE,FALSE,0,0,"DollyLivre",,,,,,,,,,,,,,,"pt",,,,,,,,,,,,,
"x994709785189781504",2018-05-10 22:44:28,"x440373162","AmarildoLemos","@jornalextra dolly melhor do que coca","Twitter Web Client","x994686012604510208","x24802340","jornalextra",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x24802340","jornalextra","pt",,,,,,,,,,,,,
